timestamp,route_id,bus_id,driver_id,latitude,longitude,traffic_level,nearest_stop_id,distance_to_stop_km,speed_kmh
2025-10-13T07:48:49.226490,48AC,31668f9d,DRIVER001,9.958809,78.133815,1,4,0.375,30
2025-10-13T07:48:49.236012,48AC,31668f9d,DRIVER001,9.958809,78.133815,1,4,0.375,30
2025-10-13T07:48:53.192370,48AC,31668f9d,DRIVER001,9.95848,78.133667,1,4,0.335,30
2025-10-13T07:48:53.200891,48AC,31668f9d,DRIVER001,9.95848,78.133667,1,4,0.335,30
2025-10-13T07:48:53.212217,48AC,31668f9d,DRIVER001,9.95848,78.133667,1,4,0.335,30
2025-10-13T07:48:53.223568,48AC,31668f9d,DRIVER001,9.95848,78.133667,1,4,0.335,30
2025-10-13T07:48:57.181464,48AC,31668f9d,DRIVER001,9.958218,78.133465,1,4,0.301,30
2025-10-13T07:48:57.198731,48AC,31668f9d,DRIVER001,9.958218,78.133465,1,4,0.301,30
2025-10-13T07:48:57.208231,48AC,31668f9d,DRIVER001,9.958218,78.133465,1,4,0.301,30
2025-10-13T07:48:57.217505,48AC,31668f9d,DRIVER001,9.958218,78.133465,1,4,0.301,30
2025-10-13T07:49:02.214013,48AC,31668f9d,DRIVER001,9.958249,78.133424,1,4,0.303,30
2025-10-13T07:49:02.225287,48AC,31668f9d,DRIVER001,9.958249,78.133424,1,4,0.303,30
2025-10-13T07:49:02.241039,48AC,31668f9d,DRIVER001,9.958249,78.133424,1,4,0.303,30
2025-10-13T07:49:02.250011,48AC,31668f9d,DRIVER001,9.958249,78.133424,1,4,0.303,30
2025-10-13T07:49:02.260854,48AC,31668f9d,DRIVER001,9.958249,78.133424,1,4,0.303,30
2025-10-13T07:49:05.145915,48AC,31668f9d,DRIVER001,9.958256,78.133421,1,4,0.303,30
2025-10-13T07:49:05.156787,48AC,31668f9d,DRIVER001,9.958256,78.133421,1,4,0.303,30
2025-10-13T07:49:05.166140,48AC,31668f9d,DRIVER001,9.958256,78.133421,1,4,0.303,30
2025-10-13T07:49:10.219315,48AC,31668f9d,DRIVER001,9.95808,78.133415,1,4,0.284,30
2025-10-13T07:49:10.230462,48AC,31668f9d,DRIVER001,9.95808,78.133415,1,4,0.284,30
2025-10-13T07:49:10.238445,48AC,31668f9d,DRIVER001,9.95808,78.133415,1,4,0.284,30
2025-10-13T07:49:10.248814,48AC,31668f9d,DRIVER001,9.95808,78.133415,1,4,0.284,30
2025-10-13T07:49:10.257294,48AC,31668f9d,DRIVER001,9.95808,78.133415,1,4,0.284,30
2025-10-13T07:49:15.197358,48AC,31668f9d,DRIVER001,9.958053,78.133417,1,4,0.282,30
2025-10-13T07:49:15.209226,48AC,31668f9d,DRIVER001,9.958053,78.133417,1,4,0.282,30
2025-10-13T07:49:15.230153,48AC,31668f9d,DRIVER001,9.958053,78.133417,1,4,0.282,30
2025-10-13T07:49:15.241292,48AC,31668f9d,DRIVER001,9.958053,78.133417,1,4,0.282,30
2025-10-13T07:49:15.251408,48AC,31668f9d,DRIVER001,9.958053,78.133417,1,4,0.282,30
2025-10-13T07:49:18.737105,48AC,31668f9d,DRIVER001,9.958044,78.133417,1,4,0.281,30
2025-10-13T07:49:18.747706,48AC,31668f9d,DRIVER001,9.958044,78.133417,1,4,0.281,30
2025-10-13T07:49:18.755685,48AC,31668f9d,DRIVER001,9.958044,78.133417,1,4,0.281,30
2025-10-13T07:49:23.195584,48AC,31668f9d,DRIVER001,9.958038,78.13343,1,4,0.28,30
2025-10-13T07:49:23.204659,48AC,31668f9d,DRIVER001,9.958038,78.13343,1,4,0.28,30
2025-10-13T07:49:23.211904,48AC,31668f9d,DRIVER001,9.958038,78.13343,1,4,0.28,30
2025-10-13T07:49:23.221612,48AC,31668f9d,DRIVER001,9.958038,78.13343,1,4,0.28,30
2025-10-13T07:49:23.229940,48AC,31668f9d,DRIVER001,9.958038,78.13343,1,4,0.28,30
2025-10-13T07:49:29.200061,48AC,31668f9d,DRIVER001,9.958043,78.133428,1,4,0.281,30
2025-10-13T07:49:29.223049,48AC,31668f9d,DRIVER001,9.958043,78.133428,1,4,0.281,30
2025-10-13T07:49:29.232159,48AC,31668f9d,DRIVER001,9.958043,78.133428,1,4,0.281,30
2025-10-13T07:49:29.242238,48AC,31668f9d,DRIVER001,9.958043,78.133428,1,4,0.281,30
2025-10-13T07:49:29.264491,48AC,31668f9d,DRIVER001,9.958043,78.133428,1,4,0.281,30
2025-10-13T07:49:33.211580,48AC,31668f9d,DRIVER001,9.958035,78.133422,1,4,0.28,30
2025-10-13T07:49:33.221258,48AC,31668f9d,DRIVER001,9.958035,78.133422,1,4,0.28,30
2025-10-13T07:49:33.230901,48AC,31668f9d,DRIVER001,9.958035,78.133422,1,4,0.28,30
2025-10-13T07:49:33.241107,48AC,31668f9d,DRIVER001,9.958035,78.133422,1,4,0.28,30
2025-10-13T07:49:37.190166,48AC,31668f9d,DRIVER001,9.957873,78.133379,1,4,0.261,30
2025-10-13T07:49:37.201010,48AC,31668f9d,DRIVER001,9.957873,78.133379,1,4,0.261,30
2025-10-13T07:49:37.211295,48AC,31668f9d,DRIVER001,9.957873,78.133379,1,4,0.261,30
2025-10-13T07:49:37.220085,48AC,31668f9d,DRIVER001,9.957873,78.133379,1,4,0.261,30
2025-10-13T07:49:41.175720,48AC,31668f9d,DRIVER001,9.957581,78.133288,1,4,0.227,30
2025-10-13T07:49:41.189189,48AC,31668f9d,DRIVER001,9.957581,78.133288,1,4,0.227,30
2025-10-13T07:49:41.204827,48AC,31668f9d,DRIVER001,9.957581,78.133288,1,4,0.227,30
2025-10-13T07:49:41.216648,48AC,31668f9d,DRIVER001,9.957581,78.133288,1,4,0.227,30
2025-10-13T07:49:46.214315,48AC,31668f9d,DRIVER001,9.956954,78.133096,1,4,0.155,30
2025-10-13T07:49:46.261785,48AC,31668f9d,DRIVER001,9.956954,78.133096,1,4,0.155,30
2025-10-13T07:49:46.282206,48AC,31668f9d,DRIVER001,9.956954,78.133096,1,4,0.155,30
2025-10-13T07:49:46.305752,48AC,31668f9d,DRIVER001,9.956954,78.133096,1,4,0.155,30
2025-10-13T07:49:46.346746,48AC,31668f9d,DRIVER001,9.956954,78.133096,1,4,0.155,30
2025-10-13T07:49:53.540560,48AC,31668f9d,DRIVER001,9.956263,78.132876,1,4,0.074,30
2025-10-13T07:49:53.590219,48AC,31668f9d,DRIVER001,9.956263,78.132876,1,4,0.074,30
2025-10-13T07:49:53.599865,48AC,31668f9d,DRIVER001,9.956263,78.132876,1,4,0.074,30
2025-10-13T07:49:53.664377,48AC,31668f9d,DRIVER001,9.956263,78.132876,1,4,0.074,30
2025-10-13T07:49:53.676867,48AC,31668f9d,DRIVER001,9.956263,78.132876,1,4,0.074,30
2025-10-13T07:49:59.215745,48AC,31668f9d,DRIVER001,9.955189,78.13267,1,4,0.05,30
2025-10-13T07:49:59.226856,48AC,31668f9d,DRIVER001,9.955189,78.13267,1,4,0.05,30
2025-10-13T07:49:59.239196,48AC,31668f9d,DRIVER001,9.955189,78.13267,1,4,0.05,30
2025-10-13T07:49:59.249930,48AC,31668f9d,DRIVER001,9.955189,78.13267,1,4,0.05,30
2025-10-13T07:49:59.260445,48AC,31668f9d,DRIVER001,9.955189,78.13267,1,4,0.05,30
2025-10-13T07:50:02.148352,48AC,31668f9d,DRIVER001,9.955189,78.13267,1,4,0.05,30
2025-10-13T07:50:02.158789,48AC,31668f9d,DRIVER001,9.955189,78.13267,1,4,0.05,30
2025-10-13T07:50:02.186331,48AC,31668f9d,DRIVER001,9.955189,78.13267,1,4,0.05,30
2025-10-13T07:50:07.203987,48AC,31668f9d,DRIVER001,9.954302,78.132497,1,4,0.15,30
2025-10-13T07:50:07.233321,48AC,31668f9d,DRIVER001,9.954302,78.132497,1,4,0.15,30
2025-10-13T07:50:07.242872,48AC,31668f9d,DRIVER001,9.954302,78.132497,1,4,0.15,30
2025-10-13T07:50:07.251523,48AC,31668f9d,DRIVER001,9.954302,78.132497,1,4,0.15,30
2025-10-13T07:50:07.262248,48AC,31668f9d,DRIVER001,9.954302,78.132497,1,4,0.15,30
2025-10-13T07:50:12.189906,48AC,31668f9d,DRIVER001,9.953879,78.132552,1,4,0.196,30
2025-10-13T07:50:12.203617,48AC,31668f9d,DRIVER001,9.953879,78.132552,1,4,0.196,30
2025-10-13T07:50:12.215553,48AC,31668f9d,DRIVER001,9.953879,78.132552,1,4,0.196,30
2025-10-13T07:50:12.227571,48AC,31668f9d,DRIVER001,9.953879,78.132552,1,4,0.196,30
2025-10-13T07:50:12.236759,48AC,31668f9d,DRIVER001,9.953879,78.132552,1,4,0.196,30
2025-10-13T07:50:16.215099,48AC,31668f9d,DRIVER001,9.95356,78.132599,1,4,0.232,30
2025-10-13T07:50:16.224621,48AC,31668f9d,DRIVER001,9.95356,78.132599,1,4,0.232,30
2025-10-13T07:50:16.234756,48AC,31668f9d,DRIVER001,9.95356,78.132599,1,4,0.232,30
2025-10-13T07:50:16.244945,48AC,31668f9d,DRIVER001,9.95356,78.132599,1,4,0.232,30
2025-10-13T07:50:21.216142,48AC,31668f9d,DRIVER001,9.953271,78.132661,1,4,0.264,30
2025-10-13T07:50:21.227355,48AC,31668f9d,DRIVER001,9.953271,78.132661,1,4,0.264,30
2025-10-13T07:50:21.236668,48AC,31668f9d,DRIVER001,9.953271,78.132661,1,4,0.264,30
2025-10-13T07:50:21.245053,48AC,31668f9d,DRIVER001,9.953271,78.132661,1,4,0.264,30
2025-10-13T07:50:21.254796,48AC,31668f9d,DRIVER001,9.953271,78.132661,1,4,0.264,30
2025-10-13T07:50:25.331549,48AC,31668f9d,DRIVER001,9.953271,78.132661,1,4,0.264,30
2025-10-13T07:50:25.345321,48AC,31668f9d,DRIVER001,9.953271,78.132661,1,4,0.264,30
2025-10-13T07:50:25.354145,48AC,31668f9d,DRIVER001,9.953271,78.132661,1,4,0.264,30
2025-10-13T07:50:25.362043,48AC,31668f9d,DRIVER001,9.953271,78.132661,1,4,0.264,30
2025-10-13T07:50:30.195188,48AC,31668f9d,DRIVER001,9.953223,78.132689,1,4,0.269,30
2025-10-13T07:50:30.204135,48AC,31668f9d,DRIVER001,9.953223,78.132689,1,4,0.269,30
2025-10-13T07:50:30.213694,48AC,31668f9d,DRIVER001,9.953223,78.132689,1,4,0.269,30
2025-10-13T07:50:30.223163,48AC,31668f9d,DRIVER001,9.953223,78.132689,1,4,0.269,30
2025-10-13T07:50:30.234748,48AC,31668f9d,DRIVER001,9.953223,78.132689,1,4,0.269,30
2025-10-13T07:50:35.201174,48AC,31668f9d,DRIVER001,9.953219,78.132679,1,4,0.269,30
2025-10-13T07:50:35.228340,48AC,31668f9d,DRIVER001,9.953219,78.132679,1,4,0.269,30
2025-10-13T07:50:35.238252,48AC,31668f9d,DRIVER001,9.953219,78.132679,1,4,0.269,30
2025-10-13T07:50:35.249134,48AC,31668f9d,DRIVER001,9.953219,78.132679,1,4,0.269,30
2025-10-13T07:50:35.259250,48AC,31668f9d,DRIVER001,9.953219,78.132679,1,4,0.269,30
2025-10-13T07:50:43.610094,48AC,31668f9d,DRIVER001,9.953219,78.132679,1,4,0.269,30
2025-10-13T07:50:43.620463,48AC,31668f9d,DRIVER001,9.953219,78.132679,1,4,0.269,30
2025-10-13T07:50:43.628040,48AC,31668f9d,DRIVER001,9.953219,78.132679,1,4,0.269,30
2025-10-13T07:50:43.637975,48AC,31668f9d,DRIVER001,9.953219,78.132679,1,4,0.269,30
2025-10-13T07:50:43.647423,48AC,31668f9d,DRIVER001,9.953219,78.132679,1,4,0.269,30
2025-10-13T07:50:49.565390,48AC,31668f9d,DRIVER001,9.953159,78.132689,1,4,0.276,30
2025-10-13T07:50:49.574206,48AC,31668f9d,DRIVER001,9.953159,78.132689,1,4,0.276,30
2025-10-13T07:50:49.582189,48AC,31668f9d,DRIVER001,9.953159,78.132689,1,4,0.276,30
2025-10-13T07:50:49.590312,48AC,31668f9d,DRIVER001,9.953159,78.132689,1,4,0.276,30
2025-10-13T07:50:49.599936,48AC,31668f9d,DRIVER001,9.953159,78.132689,1,4,0.276,30
2025-10-13T07:50:55.485879,48AC,31668f9d,DRIVER001,9.953206,78.132743,1,4,0.271,30
2025-10-13T07:50:55.506454,48AC,31668f9d,DRIVER001,9.953206,78.132743,1,4,0.271,30
2025-10-13T07:50:55.517779,48AC,31668f9d,DRIVER001,9.953206,78.132743,1,4,0.271,30
2025-10-13T07:50:55.528610,48AC,31668f9d,DRIVER001,9.953206,78.132743,1,4,0.271,30
2025-10-13T07:50:55.538120,48AC,31668f9d,DRIVER001,9.953206,78.132743,1,4,0.271,30
2025-10-13T07:51:01.212728,48AC,31668f9d,DRIVER001,9.953193,78.132746,1,4,0.273,30
2025-10-13T07:51:01.225412,48AC,31668f9d,DRIVER001,9.953193,78.132746,1,4,0.273,30
2025-10-13T07:51:01.234244,48AC,31668f9d,DRIVER001,9.953193,78.132746,1,4,0.273,30
2025-10-13T07:51:01.247200,48AC,31668f9d,DRIVER001,9.953193,78.132746,1,4,0.273,30
2025-10-13T07:51:01.257162,48AC,31668f9d,DRIVER001,9.953193,78.132746,1,4,0.273,30
2025-10-13T07:51:07.342374,48AC,31668f9d,DRIVER001,9.953193,78.132746,1,4,0.273,30
2025-10-13T07:51:07.352048,48AC,31668f9d,DRIVER001,9.953193,78.132746,1,4,0.273,30
2025-10-13T07:51:07.363400,48AC,31668f9d,DRIVER001,9.953193,78.132746,1,4,0.273,30
2025-10-13T07:51:07.373543,48AC,31668f9d,DRIVER001,9.953193,78.132746,1,4,0.273,30
2025-10-13T07:51:07.382539,48AC,31668f9d,DRIVER001,9.953193,78.132746,1,4,0.273,30
2025-10-13T07:51:13.194025,48AC,31668f9d,DRIVER001,9.952966,78.132722,1,4,0.298,30
2025-10-13T07:51:13.204544,48AC,31668f9d,DRIVER001,9.952966,78.132722,1,4,0.298,30
2025-10-13T07:51:13.214923,48AC,31668f9d,DRIVER001,9.952966,78.132722,1,4,0.298,30
2025-10-13T07:51:13.224156,48AC,31668f9d,DRIVER001,9.952966,78.132722,1,4,0.298,30
2025-10-13T07:51:13.233129,48AC,31668f9d,DRIVER001,9.952966,78.132722,1,4,0.298,30
2025-10-13T07:51:18.205275,48AC,31668f9d,DRIVER001,9.9526,78.132789,1,4,0.339,30
2025-10-13T07:51:18.213764,48AC,31668f9d,DRIVER001,9.9526,78.132789,1,4,0.339,30
2025-10-13T07:51:18.222806,48AC,31668f9d,DRIVER001,9.9526,78.132789,1,4,0.339,30
2025-10-13T07:51:18.231090,48AC,31668f9d,DRIVER001,9.9526,78.132789,1,4,0.339,30
2025-10-13T07:51:18.239247,48AC,31668f9d,DRIVER001,9.9526,78.132789,1,4,0.339,30
2025-10-13T07:51:25.205633,48AC,31668f9d,DRIVER001,9.95212,78.132908,1,4,0.393,30
2025-10-13T07:51:25.216406,48AC,31668f9d,DRIVER001,9.95212,78.132908,1,4,0.393,30
2025-10-13T07:51:25.226139,48AC,31668f9d,DRIVER001,9.95212,78.132908,1,4,0.393,30
2025-10-13T07:51:25.237404,48AC,31668f9d,DRIVER001,9.95212,78.132908,1,4,0.393,30
2025-10-13T07:51:25.247448,48AC,31668f9d,DRIVER001,9.95212,78.132908,1,4,0.393,30
2025-10-13T07:51:30.211557,48AC,31668f9d,DRIVER001,9.951897,78.133008,1,4,0.418,30
2025-10-13T07:51:30.222657,48AC,31668f9d,DRIVER001,9.951897,78.133008,1,4,0.418,30
2025-10-13T07:51:30.231581,48AC,31668f9d,DRIVER001,9.951897,78.133008,1,4,0.418,30
2025-10-13T07:51:30.242219,48AC,31668f9d,DRIVER001,9.951897,78.133008,1,4,0.418,30
2025-10-13T07:51:30.250503,48AC,31668f9d,DRIVER001,9.951897,78.133008,1,4,0.418,30
2025-10-13T07:51:35.214731,48AC,31668f9d,DRIVER001,9.951398,78.133104,1,4,0.475,30
2025-10-13T07:51:35.227252,48AC,31668f9d,DRIVER001,9.951398,78.133104,1,4,0.475,30
2025-10-13T07:51:35.236812,48AC,31668f9d,DRIVER001,9.951398,78.133104,1,4,0.475,30
2025-10-13T07:51:35.246321,48AC,31668f9d,DRIVER001,9.951398,78.133104,1,4,0.475,30
2025-10-13T07:51:35.256001,48AC,31668f9d,DRIVER001,9.951398,78.133104,1,4,0.475,30
2025-10-13T07:51:43.375624,48AC,31668f9d,DRIVER001,9.951398,78.133104,1,4,0.475,30
2025-10-13T07:51:43.383798,48AC,31668f9d,DRIVER001,9.951398,78.133104,1,4,0.475,30
2025-10-13T07:51:43.391962,48AC,31668f9d,DRIVER001,9.951398,78.133104,1,4,0.475,30
2025-10-13T07:51:43.400516,48AC,31668f9d,DRIVER001,9.951398,78.133104,1,4,0.475,30
2025-10-13T07:51:43.408492,48AC,31668f9d,DRIVER001,9.951398,78.133104,1,4,0.475,30
2025-10-13T07:51:48.915472,48AC,31668f9d,DRIVER001,9.950129,78.13325,1,4,0.617,30
2025-10-13T07:51:48.930033,48AC,31668f9d,DRIVER001,9.950129,78.13325,1,4,0.617,30
2025-10-13T07:51:48.938624,48AC,31668f9d,DRIVER001,9.950129,78.13325,1,4,0.617,30
2025-10-13T07:51:48.950481,48AC,31668f9d,DRIVER001,9.950129,78.13325,1,4,0.617,30
2025-10-13T07:51:48.959526,48AC,31668f9d,DRIVER001,9.950129,78.13325,1,4,0.617,30
2025-10-13T07:51:54.432281,48AC,31668f9d,DRIVER001,9.950123,78.133254,1,4,0.617,30
2025-10-13T07:51:54.445478,48AC,31668f9d,DRIVER001,9.950123,78.133254,1,4,0.617,30
2025-10-13T07:51:54.456431,48AC,31668f9d,DRIVER001,9.950123,78.133254,1,4,0.617,30
2025-10-13T07:51:54.464784,48AC,31668f9d,DRIVER001,9.950123,78.133254,1,4,0.617,30
2025-10-13T07:51:54.473546,48AC,31668f9d,DRIVER001,9.950123,78.133254,1,4,0.617,30
2025-10-13T07:52:00.227575,48AC,31668f9d,DRIVER001,9.949758,78.13364,1,4,0.664,30
2025-10-13T07:52:00.238260,48AC,31668f9d,DRIVER001,9.949758,78.13364,1,4,0.664,30
2025-10-13T07:52:00.247221,48AC,31668f9d,DRIVER001,9.949758,78.13364,1,4,0.664,30
2025-10-13T07:52:00.257615,48AC,31668f9d,DRIVER001,9.949758,78.13364,1,4,0.664,30
2025-10-13T07:52:00.269898,48AC,31668f9d,DRIVER001,9.949758,78.13364,1,4,0.664,30
2025-10-13T07:52:05.434243,48AC,31668f9d,DRIVER001,9.949758,78.13364,1,4,0.664,30
2025-10-13T07:52:05.445130,48AC,31668f9d,DRIVER001,9.949758,78.13364,1,4,0.664,30
2025-10-13T07:52:05.457070,48AC,31668f9d,DRIVER001,9.949758,78.13364,1,4,0.664,30
2025-10-13T07:52:05.467693,48AC,31668f9d,DRIVER001,9.949758,78.13364,1,4,0.664,30
2025-10-13T07:52:05.480848,48AC,31668f9d,DRIVER001,9.949758,78.13364,1,4,0.664,30
2025-10-13T07:52:11.175822,48AC,31668f9d,DRIVER001,9.949758,78.13364,1,4,0.664,30
2025-10-13T07:52:11.185625,48AC,31668f9d,DRIVER001,9.949758,78.13364,1,4,0.664,30
2025-10-13T07:52:11.198634,48AC,31668f9d,DRIVER001,9.949758,78.13364,1,4,0.664,30
2025-10-13T07:52:11.209168,48AC,31668f9d,DRIVER001,9.949758,78.13364,1,4,0.664,30
2025-10-13T07:52:11.219511,48AC,31668f9d,DRIVER001,9.949758,78.13364,1,4,0.664,30
2025-10-13T07:52:16.484392,48AC,31668f9d,DRIVER001,9.948751,78.134106,1,5,0.58,30
2025-10-13T07:52:16.495275,48AC,31668f9d,DRIVER001,9.948751,78.134106,1,5,0.58,30
2025-10-13T07:52:16.505556,48AC,31668f9d,DRIVER001,9.948751,78.134106,1,5,0.58,30
2025-10-13T07:52:16.515936,48AC,31668f9d,DRIVER001,9.948751,78.134106,1,5,0.58,30
2025-10-13T07:52:16.526521,48AC,31668f9d,DRIVER001,9.948751,78.134106,1,5,0.58,30
2025-10-13T07:52:22.081257,48AC,31668f9d,DRIVER001,9.948313,78.134059,1,5,0.535,30
2025-10-13T07:52:22.097890,48AC,31668f9d,DRIVER001,9.948313,78.134059,1,5,0.535,30
2025-10-13T07:52:22.111462,48AC,31668f9d,DRIVER001,9.948313,78.134059,1,5,0.535,30
2025-10-13T07:52:22.121762,48AC,31668f9d,DRIVER001,9.948313,78.134059,1,5,0.535,30
2025-10-13T07:52:22.133152,48AC,31668f9d,DRIVER001,9.948313,78.134059,1,5,0.535,30
2025-10-13T07:52:28.046444,48AC,31668f9d,DRIVER001,9.948152,78.134053,1,5,0.518,30
2025-10-13T07:52:28.086995,48AC,31668f9d,DRIVER001,9.948152,78.134053,1,5,0.518,30
2025-10-13T07:52:28.097485,48AC,31668f9d,DRIVER001,9.948152,78.134053,1,5,0.518,30
2025-10-13T07:52:28.107308,48AC,31668f9d,DRIVER001,9.948152,78.134053,1,5,0.518,30
2025-10-13T07:52:28.116918,48AC,31668f9d,DRIVER001,9.948152,78.134053,1,5,0.518,30
2025-10-13T07:52:33.649912,48AC,31668f9d,DRIVER001,9.948075,78.134579,1,5,0.495,30
2025-10-13T07:52:33.660319,48AC,31668f9d,DRIVER001,9.948075,78.134579,1,5,0.495,30
2025-10-13T07:52:33.669294,48AC,31668f9d,DRIVER001,9.948075,78.134579,1,5,0.495,30
2025-10-13T07:52:33.677910,48AC,31668f9d,DRIVER001,9.948075,78.134579,1,5,0.495,30
2025-10-13T07:52:33.684908,48AC,31668f9d,DRIVER001,9.948075,78.134579,1,5,0.495,30
2025-10-13T07:52:39.160686,48AC,31668f9d,DRIVER001,9.947863,78.134585,1,5,0.472,30
2025-10-13T07:52:39.173554,48AC,31668f9d,DRIVER001,9.947863,78.134585,1,5,0.472,30
2025-10-13T07:52:39.187692,48AC,31668f9d,DRIVER001,9.947863,78.134585,1,5,0.472,30
2025-10-13T07:52:39.199924,48AC,31668f9d,DRIVER001,9.947863,78.134585,1,5,0.472,30
2025-10-13T07:52:39.210904,48AC,31668f9d,DRIVER001,9.947863,78.134585,1,5,0.472,30
2025-10-13T07:52:48.205314,48AC,31668f9d,DRIVER001,9.946924,78.134586,1,5,0.371,30
2025-10-13T07:52:48.215100,48AC,31668f9d,DRIVER001,9.946924,78.134586,1,5,0.371,30
2025-10-13T07:52:48.227748,48AC,31668f9d,DRIVER001,9.946924,78.134586,1,5,0.371,30
2025-10-13T07:52:48.239861,48AC,31668f9d,DRIVER001,9.946924,78.134586,1,5,0.371,30
2025-10-13T07:52:48.250541,48AC,31668f9d,DRIVER001,9.946924,78.134586,1,5,0.371,30
2025-10-13T07:52:54.201753,48AC,31668f9d,DRIVER001,9.946988,78.134589,1,5,0.377,30
2025-10-13T07:52:54.222427,48AC,31668f9d,DRIVER001,9.946988,78.134589,1,5,0.377,30
2025-10-13T07:52:54.234704,48AC,31668f9d,DRIVER001,9.946988,78.134589,1,5,0.377,30
2025-10-13T07:52:54.269245,48AC,31668f9d,DRIVER001,9.946988,78.134589,1,5,0.377,30
2025-10-13T07:52:54.280195,48AC,31668f9d,DRIVER001,9.946988,78.134589,1,5,0.377,30
2025-10-13T07:53:00.258105,48AC,31668f9d,DRIVER001,9.94698,78.13463,1,5,0.375,30
2025-10-13T07:53:00.285183,48AC,31668f9d,DRIVER001,9.94698,78.13463,1,5,0.375,30
2025-10-13T07:53:00.296275,48AC,31668f9d,DRIVER001,9.94698,78.13463,1,5,0.375,30
2025-10-13T07:53:00.305312,48AC,31668f9d,DRIVER001,9.94698,78.13463,1,5,0.375,30
2025-10-13T07:53:00.314658,48AC,31668f9d,DRIVER001,9.94698,78.13463,1,5,0.375,30
2025-10-13T07:53:06.634029,48AC,31668f9d,DRIVER001,9.94698,78.13463,1,5,0.375,30
2025-10-13T07:53:06.643817,48AC,31668f9d,DRIVER001,9.94698,78.13463,1,5,0.375,30
2025-10-13T07:53:06.653327,48AC,31668f9d,DRIVER001,9.94698,78.13463,1,5,0.375,30
2025-10-13T07:53:06.665177,48AC,31668f9d,DRIVER001,9.94698,78.13463,1,5,0.375,30
2025-10-13T07:53:06.675729,48AC,31668f9d,DRIVER001,9.94698,78.13463,1,5,0.375,30
2025-10-13T07:53:13.810509,48AC,31668f9d,DRIVER001,9.94698,78.13463,1,5,0.375,30
2025-10-13T07:53:13.823692,48AC,31668f9d,DRIVER001,9.94698,78.13463,1,5,0.375,30
2025-10-13T07:53:13.834477,48AC,31668f9d,DRIVER001,9.94698,78.13463,1,5,0.375,30
2025-10-13T07:53:13.847697,48AC,31668f9d,DRIVER001,9.94698,78.13463,1,5,0.375,30
2025-10-13T07:53:13.857499,48AC,31668f9d,DRIVER001,9.94698,78.13463,1,5,0.375,30
2025-10-13T07:53:24.495224,48AC,31668f9d,DRIVER001,9.951802,78.135954,1,4,0.561,30
2025-10-13T07:53:24.514479,48AC,31668f9d,DRIVER001,9.951802,78.135954,1,4,0.561,30
2025-10-13T07:53:24.524879,48AC,31668f9d,DRIVER001,9.951802,78.135954,1,4,0.561,30
2025-10-13T07:53:24.544663,48AC,31668f9d,DRIVER001,9.951802,78.135954,1,4,0.561,30
2025-10-13T07:53:24.556017,48AC,31668f9d,DRIVER001,9.951802,78.135954,1,4,0.561,30
2025-10-13T07:53:39.628510,48AC,31668f9d,DRIVER001,9.946973,78.135242,1,5,0.363,30
2025-10-13T07:53:39.638816,48AC,31668f9d,DRIVER001,9.946973,78.135242,1,5,0.363,30
2025-10-13T07:53:39.648623,48AC,31668f9d,DRIVER001,9.946973,78.135242,1,5,0.363,30
